timestamp,location,sensor,value
2024-02-29T01:23:00.000Z,zone-a,pressure,1003
2024-02-29T03:10:00.000Z,zone-a,humidity,56.9
2024-02-29T05:47:00.000Z,zone-b,humidity,72.2
2024-02-29T05:58:00.000Z,zone-b,light,303.8
2024-02-29T06:46:00.000Z,zone-a,temperature,30.7
2024-02-29T09:08:00.000Z,zone-d,temperature,32.6
2024-02-29T12:31:00.000Z,zone-d,pressure,1013.3
2024-02-29T13:51:00.000Z,zone-c,humidity,53.2
2024-02-29T14:34:00.000Z,zone-b,pressure,1017.5
2024-02-29T15:21:00.000Z,zone-c,pressure,1019.7
2024-02-29T15:59:00.000Z,zone-c,light,476.2
2024-02-29T17:36:00.000Z,zone-d,humidity,34.2
2024-02-29T21:05:00.000Z,zone-b,light,804.6
2024-02-29T21:14:00.000Z,zone-c,light,876.5
2024-02-29T22:57:00.000Z,zone-b,temperature,15.4
2024-02-29T23:08:00.000Z,zone-b,pressure,996.8
2024-03-01T01:54:00.000Z,zone-d,pressure,1017.6
2024-03-01T02:34:00.000Z,zone-a,humidity,50
2024-03-01T05:23:00.000Z,zone-a,temperature,33.9
2024-03-01T07:05:00.000Z,zone-d,temperature,22.3
2024-03-01T07:55:00.000Z,zone-c,pressure,1007.8
2024-03-01T08:32:00.000Z,zone-d,humidity,43
2024-03-01T09:06:00.000Z,zone-b,humidity,63.5
2024-03-01T11:52:00.000Z,zone-c,humidity,35.3
2024-03-01T13:48:00.000Z,zone-d,light,832.8
2024-03-01T15:04:00.000Z,zone-a,pressure,992.8
2024-03-01T15:07:00.000Z,zone-c,temperature,19.3
2024-03-01T17:35:00.000Z,zone-a,light,840.3
2024-03-01T19:44:00.000Z,zone-a,temperature,28.6
2024-03-01T20:38:00.000Z,zone-c,temperature,27
2024-03-01T22:26:00.000Z,zone-c,light,783
2024-03-01T22:55:00.000Z,zone-a,pressure,1016.7
2024-03-02T00:48:00.000Z,zone-b,light,370.3
2024-03-02T02:58:00.000Z,zone-d,temperature,22.9
2024-03-02T05:29:00.000Z,zone-a,light,889.8
2024-03-02T05:35:00.000Z,zone-c,pressure,993.6
2024-03-02T06:22:00.000Z,zone-c,humidity,71.1
2024-03-02T09:44:00.000Z,zone-b,temperature,17.3
2024-03-02T12:52:00.000Z,zone-d,light,546.8
2024-03-02T13:10:00.000Z,zone-d,pressure,1004.1
2024-03-02T13:15:00.000Z,zone-b,pressure,1016.7
2024-03-02T13:31:00.000Z,zone-b,humidity,53.8
2024-03-02T15:15:00.000Z,zone-a,humidity,60.6
2024-03-02T17:12:00.000Z,zone-d,humidity,64
2024-03-02T20:20:00.000Z,zone-c,pressure,1017.8
2024-03-02T20:31:00.000Z,zone-a,temperature,26.2
2024-03-02T22:23:00.000Z,zone-d,temperature,15.3
2024-03-02T23:58:00.000Z,zone-a,pressure,1014.4
2024-03-03T01:44:00.000Z,zone-c,light,569.5
2024-03-03T02:34:00.000Z,zone-b,temperature,34.8
2024-03-03T03:41:00.000Z,zone-d,humidity,39.9
2024-03-03T05:23:00.000Z,zone-d,light,134.1
2024-03-03T06:07:00.000Z,zone-d,pressure,1008.2
2024-03-03T08:58:00.000Z,zone-b,light,343.3
2024-03-03T09:14:00.000Z,zone-c,temperature,34.5
2024-03-03T10:45:00.000Z,zone-a,humidity,58
2024-03-03T11:57:00.000Z,zone-c,humidity,56.5
2024-03-03T13:17:00.000Z,zone-a,light,651.5
2024-03-03T14:51:00.000Z,zone-b,humidity,37
2024-03-03T17:28:00.000Z,zone-b,pressure,1013.3
2024-03-03T20:25:00.000Z,zone-a,light,684.8
2024-03-03T21:12:00.000Z,zone-c,light,622.5
2024-03-03T22:38:00.000Z,zone-b,humidity,52.4
2024-03-04T03:10:00.000Z,zone-d,light,558.9
2024-03-04T03:17:00.000Z,zone-d,pressure,1004.8
2024-03-04T05:26:00.000Z,zone-d,humidity,40.7
2024-03-04T06:08:00.000Z,zone-b,pressure,991.6
2024-03-04T08:00:00.000Z,zone-b,light,881.9
2024-03-04T08:06:00.000Z,zone-c,temperature,16.6
2024-03-04T08:25:00.000Z,zone-c,pressure,1001.3
2024-03-04T10:58:00.000Z,zone-d,temperature,29.5
2024-03-04T11:07:00.000Z,zone-a,temperature,32
2024-03-04T12:26:00.000Z,zone-b,temperature,27.8
2024-03-04T12:43:00.000Z,zone-a,pressure,1004.1
2024-03-04T17:39:00.000Z,zone-a,humidity,36.9
2024-03-04T18:13:00.000Z,zone-c,humidity,66.3
2024-03-04T19:36:00.000Z,zone-a,pressure,1004.9
2024-03-04T21:33:00.000Z,zone-d,pressure,1000.7
2024-03-04T23:06:00.000Z,zone-d,temperature,22.9
2024-03-04T23:16:00.000Z,zone-c,pressure,1014.5
2024-03-04T23:57:00.000Z,zone-c,temperature,26.3
2024-03-05T02:49:00.000Z,zone-a,light,760.2
2024-03-05T03:47:00.000Z,zone-c,light,448.3
2024-03-05T08:06:00.000Z,zone-d,light,350.4
2024-03-05T09:52:00.000Z,zone-a,humidity,47
2024-03-05T10:46:00.000Z,zone-c,humidity,48.5
2024-03-05T13:05:00.000Z,zone-d,humidity,68.1
2024-03-05T13:24:00.000Z,zone-b,light,362.2
2024-03-05T13:56:00.000Z,zone-b,temperature,31.5
2024-03-05T15:14:00.000Z,zone-a,temperature,29.5
2024-03-05T16:30:00.000Z,zone-b,pressure,1013.4
2024-03-05T17:20:00.000Z,zone-b,humidity,72.6
2024-03-05T20:55:00.000Z,zone-a,light,754.9
2024-03-05T22:37:00.000Z,zone-c,temperature,17.8
2024-03-06T00:20:00.000Z,zone-d,humidity,47
2024-03-06T06:00:00.000Z,zone-a,pressure,1009.4
2024-03-06T06:32:00.000Z,zone-a,temperature,20.4
2024-03-06T07:33:00.000Z,zone-c,humidity,71.4
2024-03-06T07:36:00.000Z,zone-a,humidity,58.4
2024-03-06T07:36:00.000Z,zone-b,humidity,78
2024-03-06T10:17:00.000Z,zone-b,temperature,31.1
2024-03-06T11:35:00.000Z,zone-b,light,696.9
2024-03-06T13:13:00.000Z,zone-d,light,891.8
2024-03-06T13:14:00.000Z,zone-c,pressure,1007.2
2024-03-06T13:21:00.000Z,zone-d,temperature,17.9
2024-03-06T14:33:00.000Z,zone-b,pressure,1009.5
2024-03-06T15:13:00.000Z,zone-c,light,575.6
2024-03-06T17:48:00.000Z,zone-d,pressure,1014.1
2024-03-06T18:54:00.000Z,zone-c,temperature,29.6
2024-03-06T20:59:00.000Z,zone-b,humidity,46.8
2024-03-06T23:41:00.000Z,zone-b,pressure,1005.8
2024-03-07T01:52:00.000Z,zone-d,temperature,24.1
2024-03-07T05:28:00.000Z,zone-a,temperature,30
2024-03-07T05:41:00.000Z,zone-d,humidity,49.4
2024-03-07T08:41:00.000Z,zone-b,light,372.2
2024-03-07T08:53:00.000Z,zone-d,light,208.9
2024-03-07T08:54:00.000Z,zone-a,humidity,65
2024-03-07T11:02:00.000Z,zone-c,pressure,1014.5
2024-03-07T11:14:00.000Z,zone-b,temperature,32.7
2024-03-07T11:39:00.000Z,zone-c,light,201.1
2024-03-07T14:02:00.000Z,zone-d,pressure,997.4
2024-03-07T15:04:00.000Z,zone-c,humidity,37.8
2024-03-07T17:28:00.000Z,zone-a,light,457.1
2024-03-07T18:04:00.000Z,zone-a,pressure,1019.4
2024-03-07T18:35:00.000Z,zone-d,temperature,30
2024-03-07T18:40:00.000Z,zone-b,light,847.7
2024-03-07T23:10:00.000Z,zone-a,pressure,997.1
2024-03-08T01:10:00.000Z,zone-a,temperature,17
2024-03-08T02:09:00.000Z,zone-d,humidity,44.4
2024-03-08T05:21:00.000Z,zone-a,light,210.5
2024-03-08T05:53:00.000Z,zone-b,humidity,42
2024-03-08T06:32:00.000Z,zone-b,pressure,1003.1
2024-03-08T07:20:00.000Z,zone-a,humidity,38.4
2024-03-08T13:24:00.000Z,zone-d,pressure,991.3
2024-03-08T14:08:00.000Z,zone-d,light,862.6
2024-03-08T14:15:00.000Z,zone-c,light,113.6
2024-03-08T16:34:00.000Z,zone-b,temperature,20.7
2024-03-08T16:41:00.000Z,zone-c,pressure,992
2024-03-08T16:52:00.000Z,zone-c,humidity,78.9
2024-03-08T18:22:00.000Z,zone-c,temperature,20.8
2024-03-08T21:29:00.000Z,zone-d,humidity,55.6
2024-03-08T22:00:00.000Z,zone-c,humidity,47.2
2024-03-08T22:35:00.000Z,zone-c,temperature,32.6
2024-03-09T01:43:00.000Z,zone-d,pressure,990.4
2024-03-09T02:24:00.000Z,zone-b,light,711.6
2024-03-09T03:29:00.000Z,zone-a,light,208.8
2024-03-09T04:19:00.000Z,zone-a,pressure,1013.8
2024-03-09T04:39:00.000Z,zone-b,temperature,30.1
2024-03-09T06:02:00.000Z,zone-d,light,839.5
2024-03-09T07:03:00.000Z,zone-a,temperature,25.9
2024-03-09T08:06:00.000Z,zone-b,humidity,42.6
2024-03-09T09:00:00.000Z,zone-d,temperature,33.5
2024-03-09T15:33:00.000Z,zone-b,pressure,1014.6
2024-03-09T16:18:00.000Z,zone-a,humidity,47.6
2024-03-09T16:41:00.000Z,zone-c,light,307.7
2024-03-09T17:15:00.000Z,zone-c,pressure,991.9
2024-03-09T18:44:00.000Z,zone-c,light,151.5
2024-03-09T22:21:00.000Z,zone-d,temperature,16.4
2024-03-09T23:26:00.000Z,zone-b,temperature,28.5
2024-03-10T00:27:00.000Z,zone-a,light,490
2024-03-10T01:42:00.000Z,zone-b,pressure,1013.6
2024-03-10T05:06:00.000Z,zone-d,light,368.1
2024-03-10T08:19:00.000Z,zone-c,temperature,32.3
2024-03-10T08:54:00.000Z,zone-b,light,454.3
2024-03-10T10:56:00.000Z,zone-d,pressure,1014.6
2024-03-10T11:03:00.000Z,zone-a,pressure,1017.3
2024-03-10T11:51:00.000Z,zone-c,humidity,30.5
2024-03-10T11:52:00.000Z,zone-b,humidity,61
2024-03-10T12:08:00.000Z,zone-c,pressure,998.2
2024-03-10T12:43:00.000Z,zone-a,humidity,63
2024-03-10T14:37:00.000Z,zone-d,humidity,50.3
2024-03-10T17:32:00.000Z,zone-a,temperature,28.4
2024-03-10T21:25:00.000Z,zone-a,light,686.1
2024-03-10T21:50:00.000Z,zone-b,light,634.6
2024-03-10T22:15:00.000Z,zone-b,pressure,990.9
2024-03-10T23:09:00.000Z,zone-d,temperature,26.3
2024-03-11T03:27:00.000Z,zone-d,light,464.6
2024-03-11T03:39:00.000Z,zone-a,humidity,79.3
2024-03-11T05:57:00.000Z,zone-b,humidity,70.1
2024-03-11T07:34:00.000Z,zone-c,humidity,30.8
2024-03-11T08:27:00.000Z,zone-c,temperature,17.4
2024-03-11T08:27:00.000Z,zone-d,humidity,52.8
2024-03-11T08:36:00.000Z,zone-a,temperature,29.5
2024-03-11T08:59:00.000Z,zone-c,light,473.1
2024-03-11T09:07:00.000Z,zone-a,pressure,1002.3
2024-03-11T11:33:00.000Z,zone-d,pressure,1015.4
2024-03-11T16:49:00.000Z,zone-c,pressure,1007.5
2024-03-11T16:59:00.000Z,zone-b,temperature,15.6
2024-03-11T18:33:00.000Z,zone-d,temperature,22.6
2024-03-11T19:13:00.000Z,zone-b,humidity,49.9
2024-03-11T19:34:00.000Z,zone-d,pressure,1003.8
2024-03-11T19:38:00.000Z,zone-b,light,572.3
2024-03-11T19:53:00.000Z,zone-a,temperature,22.7
2024-03-11T20:25:00.000Z,zone-d,humidity,60.3
2024-03-12T00:35:00.000Z,zone-a,humidity,35.5
2024-03-12T01:54:00.000Z,zone-d,light,590.6
2024-03-12T04:52:00.000Z,zone-b,pressure,1014.8
2024-03-12T06:36:00.000Z,zone-c,pressure,994.9
2024-03-12T07:32:00.000Z,zone-a,light,509.1
2024-03-12T08:03:00.000Z,zone-a,pressure,1007.6
2024-03-12T09:06:00.000Z,zone-c,temperature,17.4
2024-03-12T10:28:00.000Z,zone-b,temperature,26.2
2024-03-12T13:40:00.000Z,zone-c,humidity,58.1
2024-03-12T16:12:00.000Z,zone-c,light,295
2024-03-12T19:10:00.000Z,zone-b,pressure,1007.7
2024-03-12T19:54:00.000Z,zone-b,light,401.4
2024-03-12T20:45:00.000Z,zone-d,light,370.8
2024-03-12T20:47:00.000Z,zone-a,light,680.8
2024-03-12T21:06:00.000Z,zone-b,humidity,65.6
2024-03-12T23:58:00.000Z,zone-a,humidity,73.3
2024-03-13T00:22:00.000Z,zone-d,humidity,34.6
2024-03-13T01:04:00.000Z,zone-c,temperature,20.9
2024-03-13T01:24:00.000Z,zone-c,light,201.7
2024-03-13T02:30:00.000Z,zone-c,pressure,1008.8
2024-03-13T05:19:00.000Z,zone-d,temperature,18.1
2024-03-13T05:30:00.000Z,zone-c,humidity,62.3
2024-03-13T07:55:00.000Z,zone-b,temperature,18.7
2024-03-13T09:22:00.000Z,zone-a,pressure,1000.8
2024-03-13T11:29:00.000Z,zone-a,temperature,34.9
2024-03-13T15:01:00.000Z,zone-d,pressure,1010.6
2024-03-13T18:33:00.000Z,zone-b,light,241.9
2024-03-13T19:16:00.000Z,zone-d,temperature,23.7
2024-03-13T19:43:00.000Z,zone-c,pressure,994.9
2024-03-13T20:49:00.000Z,zone-a,light,739.9
2024-03-13T21:26:00.000Z,zone-b,temperature,29
2024-03-13T21:58:00.000Z,zone-b,humidity,67.8
2024-03-13T23:48:00.000Z,zone-c,humidity,69.3
2024-03-14T00:31:00.000Z,zone-a,temperature,32.7
2024-03-14T03:11:00.000Z,zone-a,pressure,1009.9
2024-03-14T03:12:00.000Z,zone-c,light,668.2
2024-03-14T06:20:00.000Z,zone-a,humidity,55.9
2024-03-14T10:12:00.000Z,zone-d,pressure,997.2
2024-03-14T12:18:00.000Z,zone-d,humidity,57.2
2024-03-14T13:00:00.000Z,zone-b,pressure,1017.8
2024-03-14T16:43:00.000Z,zone-c,temperature,16.8
2024-03-14T17:34:00.000Z,zone-d,light,123.5
2024-03-14T18:53:00.000Z,zone-a,temperature,19
2024-03-14T19:05:00.000Z,zone-a,light,619.4
2024-03-14T20:36:00.000Z,zone-d,light,541.7
2024-03-14T20:42:00.000Z,zone-b,temperature,27.1
2024-03-14T20:44:00.000Z,zone-c,pressure,992.7
2024-03-14T21:11:00.000Z,zone-b,humidity,56.5
2024-03-14T22:45:00.000Z,zone-a,humidity,34.2
2024-03-14T23:54:00.000Z,zone-c,temperature,30.3
2024-03-15T05:08:00.000Z,zone-a,pressure,1005.8
2024-03-15T05:17:00.000Z,zone-d,pressure,1005.1
2024-03-15T07:32:00.000Z,zone-d,temperature,23.5
2024-03-15T07:42:00.000Z,zone-d,humidity,54.4
2024-03-15T08:41:00.000Z,zone-b,light,354.7
2024-03-15T11:09:00.000Z,zone-c,humidity,63.2
2024-03-15T14:21:00.000Z,zone-c,light,862.9
2024-03-15T15:19:00.000Z,zone-b,pressure,1016.3
2024-03-15T19:25:00.000Z,zone-d,light,530.8
2024-03-15T21:24:00.000Z,zone-c,light,242.7
2024-03-15T23:50:00.000Z,zone-d,temperature,21.5
2024-03-16T02:32:00.000Z,zone-a,temperature,21.7
2024-03-16T06:37:00.000Z,zone-c,pressure,1019.7
2024-03-16T06:58:00.000Z,zone-a,light,647.3
2024-03-16T07:49:00.000Z,zone-a,humidity,38.2
2024-03-16T08:00:00.000Z,zone-a,pressure,990.8
2024-03-16T08:21:00.000Z,zone-c,temperature,32.3
2024-03-16T09:25:00.000Z,zone-d,humidity,74.8
2024-03-16T10:56:00.000Z,zone-b,temperature,24.6
2024-03-16T13:25:00.000Z,zone-c,humidity,75.2
2024-03-16T13:32:00.000Z,zone-b,pressure,1000
2024-03-16T13:57:00.000Z,zone-d,pressure,1007.3
2024-03-16T15:06:00.000Z,zone-b,light,848.9
2024-03-16T17:51:00.000Z,zone-b,humidity,64
2024-03-16T21:30:00.000Z,zone-c,temperature,27.4
2024-03-16T22:17:00.000Z,zone-d,pressure,993.7
2024-03-16T23:23:00.000Z,zone-b,pressure,997
2024-03-17T00:47:00.000Z,zone-c,pressure,999.7
2024-03-17T01:33:00.000Z,zone-b,humidity,37.9
2024-03-17T04:08:00.000Z,zone-d,humidity,59.4
2024-03-17T04:49:00.000Z,zone-a,humidity,72.8
2024-03-17T05:08:00.000Z,zone-d,light,102.9
2024-03-17T10:22:00.000Z,zone-a,temperature,33.6
2024-03-17T13:40:00.000Z,zone-b,temperature,21.6
2024-03-17T13:54:00.000Z,zone-b,light,130.3
2024-03-17T14:54:00.000Z,zone-d,temperature,16.4
2024-03-17T15:46:00.000Z,zone-a,pressure,996.6
2024-03-17T17:26:00.000Z,zone-c,light,600.8
2024-03-17T17:57:00.000Z,zone-c,humidity,62.6
2024-03-17T18:18:00.000Z,zone-a,light,529.2
2024-03-17T18:42:00.000Z,zone-b,light,274.9
2024-03-17T22:06:00.000Z,zone-c,pressure,1000
2024-03-17T23:43:00.000Z,zone-c,temperature,23.5
2024-03-18T01:06:00.000Z,zone-a,temperature,17.3
2024-03-18T01:29:00.000Z,zone-a,light,138.6
2024-03-18T01:29:00.000Z,zone-d,pressure,994.9
2024-03-18T03:03:00.000Z,zone-a,pressure,1018.1
2024-03-18T03:39:00.000Z,zone-d,light,752.6
2024-03-18T04:40:00.000Z,zone-a,humidity,47.3
2024-03-18T08:06:00.000Z,zone-c,humidity,32
2024-03-18T13:29:00.000Z,zone-b,temperature,15.7
2024-03-18T14:45:00.000Z,zone-d,temperature,23.5
2024-03-18T15:55:00.000Z,zone-d,humidity,77.9
2024-03-18T16:06:00.000Z,zone-c,light,857.7
2024-03-18T16:38:00.000Z,zone-b,humidity,55.5
2024-03-18T16:48:00.000Z,zone-b,pressure,1012.3
2024-03-18T19:29:00.000Z,zone-c,humidity,30.2
2024-03-18T21:00:00.000Z,zone-c,light,849.5
2024-03-18T21:10:00.000Z,zone-a,pressure,1007.6
2024-03-18T22:42:00.000Z,zone-a,light,532.2
2024-03-19T01:18:00.000Z,zone-d,temperature,16.7
2024-03-19T03:45:00.000Z,zone-a,humidity,77.5
2024-03-19T04:18:00.000Z,zone-d,humidity,52
2024-03-19T06:10:00.000Z,zone-c,temperature,24.1
2024-03-19T06:52:00.000Z,zone-c,pressure,997.5
2024-03-19T07:40:00.000Z,zone-b,light,653
2024-03-19T12:22:00.000Z,zone-d,pressure,1005.2
2024-03-19T12:37:00.000Z,zone-a,temperature,16.9
2024-03-19T14:01:00.000Z,zone-b,humidity,33.4
2024-03-19T15:04:00.000Z,zone-b,pressure,997.2
2024-03-19T15:47:00.000Z,zone-b,temperature,32.1
2024-03-19T15:48:00.000Z,zone-d,light,774.5
2024-03-19T18:49:00.000Z,zone-b,humidity,34.1
2024-03-19T19:38:00.000Z,zone-b,pressure,1002.1
2024-03-20T00:44:00.000Z,zone-a,light,427.9
2024-03-20T01:33:00.000Z,zone-d,humidity,63.6
2024-03-20T03:14:00.000Z,zone-a,temperature,22.5
2024-03-20T03:39:00.000Z,zone-c,temperature,15.9
2024-03-20T04:50:00.000Z,zone-b,temperature,32.6
2024-03-20T06:00:00.000Z,zone-d,temperature,20.5
2024-03-20T07:57:00.000Z,zone-d,pressure,998
2024-03-20T09:07:00.000Z,zone-c,light,775.8
2024-03-20T10:37:00.000Z,zone-c,pressure,1018.7
2024-03-20T11:13:00.000Z,zone-c,humidity,47
2024-03-20T11:22:00.000Z,zone-b,light,321.5
2024-03-20T15:34:00.000Z,zone-a,humidity,49
2024-03-20T15:50:00.000Z,zone-a,pressure,1000.1
2024-03-20T16:45:00.000Z,zone-d,light,459.3
2024-03-20T20:12:00.000Z,zone-c,humidity,44.5
2024-03-20T20:44:00.000Z,zone-a,temperature,29.8
2024-03-20T21:59:00.000Z,zone-b,humidity,49.9
2024-03-20T22:38:00.000Z,zone-a,humidity,49.8
2024-03-21T00:51:00.000Z,zone-b,pressure,1001.2
2024-03-21T02:51:00.000Z,zone-c,light,362.7
2024-03-21T04:51:00.000Z,zone-d,light,608.7
2024-03-21T05:15:00.000Z,zone-b,temperature,23.3
2024-03-21T07:30:00.000Z,zone-c,temperature,18
2024-03-21T07:34:00.000Z,zone-b,light,895.5
2024-03-21T09:57:00.000Z,zone-d,humidity,65.5
2024-03-21T11:21:00.000Z,zone-a,light,575.5
2024-03-21T12:58:00.000Z,zone-c,pressure,1009.1
2024-03-21T13:02:00.000Z,zone-a,pressure,997.1
2024-03-21T13:16:00.000Z,zone-d,pressure,1017.8
2024-03-21T17:20:00.000Z,zone-d,temperature,15.1
2024-03-21T20:48:00.000Z,zone-c,pressure,991.1
2024-03-21T21:37:00.000Z,zone-d,temperature,33.4
2024-03-21T22:42:00.000Z,zone-b,light,809.9
2024-03-22T01:18:00.000Z,zone-b,temperature,27.1
2024-03-22T02:57:00.000Z,zone-b,pressure,1001.2
2024-03-22T03:06:00.000Z,zone-c,humidity,74.4
2024-03-22T03:48:00.000Z,zone-d,pressure,1014.2
2024-03-22T04:39:00.000Z,zone-d,humidity,74.1
2024-03-22T04:57:00.000Z,zone-c,temperature,19.6
2024-03-22T05:13:00.000Z,zone-d,light,445.5
2024-03-22T06:49:00.000Z,zone-a,temperature,28.9
2024-03-22T08:01:00.000Z,zone-a,pressure,991.8
2024-03-22T10:43:00.000Z,zone-b,humidity,54.4
2024-03-22T11:16:00.000Z,zone-a,light,217.7
2024-03-22T14:25:00.000Z,zone-a,humidity,60.3
2024-03-22T15:05:00.000Z,zone-c,light,191.6
2024-03-22T19:52:00.000Z,zone-d,humidity,34.2
2024-03-22T20:21:00.000Z,zone-b,light,242.4
2024-03-22T20:48:00.000Z,zone-a,light,135.9
2024-03-22T20:51:00.000Z,zone-d,light,370.8
2024-03-22T23:09:00.000Z,zone-c,light,153.1
2024-03-22T23:17:00.000Z,zone-d,pressure,1009.9
2024-03-22T23:23:00.000Z,zone-c,humidity,35.5
2024-03-22T23:37:00.000Z,zone-b,humidity,32.7
2024-03-23T01:04:00.000Z,zone-b,temperature,31.1
2024-03-23T06:39:00.000Z,zone-d,temperature,30.2
2024-03-23T07:42:00.000Z,zone-a,humidity,41.1
2024-03-23T07:55:00.000Z,zone-a,pressure,1019.7
2024-03-23T08:21:00.000Z,zone-c,temperature,22.5
2024-03-23T11:19:00.000Z,zone-b,pressure,993.1
2024-03-23T15:09:00.000Z,zone-a,temperature,30.3
2024-03-23T15:44:00.000Z,zone-c,pressure,991.3
2024-03-23T18:34:00.000Z,zone-c,pressure,997.3
2024-03-23T19:23:00.000Z,zone-b,humidity,43.7
2024-03-23T20:57:00.000Z,zone-c,temperature,30.2
2024-03-23T21:25:00.000Z,zone-a,light,742.5
2024-03-23T23:46:00.000Z,zone-d,light,502.1
2024-03-24T00:29:00.000Z,zone-d,temperature,18.5
2024-03-24T01:15:00.000Z,zone-a,humidity,61.6
2024-03-24T03:49:00.000Z,zone-b,pressure,1013.5
2024-03-24T06:14:00.000Z,zone-a,pressure,1003.1
2024-03-24T11:04:00.000Z,zone-d,pressure,1011.7
2024-03-24T11:17:00.000Z,zone-b,temperature,21.5
2024-03-24T12:40:00.000Z,zone-a,temperature,27.3
2024-03-24T14:37:00.000Z,zone-b,light,590.2
2024-03-24T15:41:00.000Z,zone-c,light,724.6
2024-03-24T17:05:00.000Z,zone-d,humidity,59.5
2024-03-24T17:14:00.000Z,zone-c,humidity,59.2
2024-03-24T19:36:00.000Z,zone-a,pressure,1017
2024-03-24T20:33:00.000Z,zone-d,light,882.7
2024-03-24T21:37:00.000Z,zone-a,temperature,31.9
2024-03-24T21:50:00.000Z,zone-b,temperature,34.5
2024-03-24T22:22:00.000Z,zone-d,humidity,30.4
2024-03-25T01:09:00.000Z,zone-a,humidity,74.3
2024-03-25T01:20:00.000Z,zone-d,pressure,999.4
2024-03-25T03:41:00.000Z,zone-c,pressure,990.4
2024-03-25T04:06:00.000Z,zone-b,light,796
2024-03-25T04:27:00.000Z,zone-d,temperature,34.8
2024-03-25T05:55:00.000Z,zone-c,humidity,65.4
2024-03-25T10:29:00.000Z,zone-b,pressure,1015.1
2024-03-25T13:01:00.000Z,zone-b,humidity,56.5
2024-03-25T15:16:00.000Z,zone-c,light,415.7
2024-03-25T15:20:00.000Z,zone-c,temperature,26.2
2024-03-25T17:07:00.000Z,zone-a,light,420.6
2024-03-25T19:00:00.000Z,zone-a,pressure,1005.9
2024-03-25T19:49:00.000Z,zone-c,humidity,30.1
2024-03-25T20:31:00.000Z,zone-c,light,332.5
2024-03-25T21:57:00.000Z,zone-b,humidity,36.7
2024-03-25T23:55:00.000Z,zone-d,pressure,1015.7
2024-03-26T00:45:00.000Z,zone-b,light,262.8
2024-03-26T01:09:00.000Z,zone-c,pressure,1010.7
2024-03-26T02:19:00.000Z,zone-d,temperature,25.1
2024-03-26T05:51:00.000Z,zone-a,temperature,26.2
2024-03-26T09:07:00.000Z,zone-c,temperature,17.5
2024-03-26T09:21:00.000Z,zone-a,light,506.6
2024-03-26T10:30:00.000Z,zone-b,pressure,993.3
2024-03-26T13:09:00.000Z,zone-b,temperature,15.1
2024-03-26T14:09:00.000Z,zone-d,light,753.2
2024-03-26T15:43:00.000Z,zone-d,humidity,40.6
2024-03-26T16:01:00.000Z,zone-a,humidity,56.1
2024-03-26T19:52:00.000Z,zone-c,light,173.4
2024-03-26T21:23:00.000Z,zone-c,pressure,1008.4
2024-03-26T21:26:00.000Z,zone-a,humidity,77.2
2024-03-26T21:49:00.000Z,zone-b,light,882.4
2024-03-26T21:57:00.000Z,zone-b,pressure,1011.2
2024-03-26T23:30:00.000Z,zone-d,light,516
2024-03-27T00:01:00.000Z,zone-c,humidity,41.4
2024-03-27T01:26:00.000Z,zone-a,pressure,997.4
2024-03-27T01:57:00.000Z,zone-c,temperature,18.6
2024-03-27T06:10:00.000Z,zone-d,temperature,15.3
2024-03-27T07:42:00.000Z,zone-b,temperature,20.3
2024-03-27T11:59:00.000Z,zone-d,pressure,1007.1
2024-03-27T13:57:00.000Z,zone-b,humidity,45.2
2024-03-27T14:05:00.000Z,zone-a,light,669.9
2024-03-27T14:56:00.000Z,zone-d,humidity,52.5
2024-03-27T15:37:00.000Z,zone-a,temperature,22.5
2024-03-27T19:03:00.000Z,zone-b,temperature,30.6
2024-03-27T21:00:00.000Z,zone-c,light,335.8
2024-03-27T21:06:00.000Z,zone-c,humidity,43.1
2024-03-27T22:52:00.000Z,zone-b,pressure,993
2024-03-27T23:52:00.000Z,zone-c,pressure,1013.4
2024-03-28T01:01:00.000Z,zone-d,light,171.9
2024-03-28T01:35:00.000Z,zone-d,temperature,25.7
2024-03-28T02:49:00.000Z,zone-b,light,675.6
2024-03-28T03:06:00.000Z,zone-a,light,381.6
2024-03-28T04:36:00.000Z,zone-a,pressure,996.8
2024-03-28T07:43:00.000Z,zone-d,humidity,41.3
2024-03-28T10:44:00.000Z,zone-d,pressure,1002.6
2024-03-28T12:23:00.000Z,zone-c,temperature,33.8
2024-03-28T15:19:00.000Z,zone-b,humidity,52.4
2024-03-28T15:24:00.000Z,zone-a,temperature,27.5
2024-03-28T18:03:00.000Z,zone-a,humidity,61.5
2024-03-28T18:36:00.000Z,zone-b,temperature,17.4
2024-03-28T19:56:00.000Z,zone-a,light,479.9
2024-03-28T21:51:00.000Z,zone-c,light,424.9
2024-03-29T00:07:00.000Z,zone-d,humidity,42.5
2024-03-29T00:08:00.000Z,zone-d,light,785
2024-03-29T01:37:00.000Z,zone-c,temperature,22.3
2024-03-29T01:42:00.000Z,zone-a,humidity,41.7
2024-03-29T04:36:00.000Z,zone-c,humidity,31.2
2024-03-29T05:00:00.000Z,zone-c,pressure,992.6
2024-03-29T06:13:00.000Z,zone-a,temperature,29.4
2024-03-29T07:09:00.000Z,zone-a,pressure,1013
2024-03-29T07:11:00.000Z,zone-b,light,297.7
2024-03-29T08:55:00.000Z,zone-d,pressure,1017.9
2024-03-29T13:06:00.000Z,zone-b,humidity,51.9
